template_id,year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
716,2025,1,EV,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",2571,700,97.72144379127313,33.829104610807725,312.2395423645984,0.189323889419525,256.0206105356583,193,5,52803,16636,3314,13675,86,19092
717,2025,9,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1786,183,51.98367353946646,6.616268450643535,59.26639665335663,0.26127915067754526,64.87244074110035,12,2,11499,3716,528,3208,22,4025
718,2025,2,US,US Airways Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",3921,652,175.4981196545628,14.436988766758525,299.93943791143244,2.6652731960004434,159.4568915501483,63,6,30768,9398,1882,8144,49,11295
719,2025,7,TZ,ATA Airlines d/b/a ATA,MDW,"Chicago, IL: Chicago Midway International",1607,366,50.58588296114895,4.4251050875808975,172.3832189230728,3.9529693775598167,134.65069722134126,22,3,26113,7676,1489,6545,36,10367
720,2025,1,MQ,American Eagle Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",7102,1223,178.2830815925656,72.0037922652902,397.2750035675463,0.8805892599041315,574.5575534257275,241,22,71147,22415,4465,18426,116,25725
721,2025,5,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1354,280,64.5116244955718,8.100047960858243,130.7275783638371,2.895069581517855,73.7656561476541,20,4,19571,5798,1039,5290,25,7419
722,2025,10,9E,Pinnacle Airlines Inc.,MEM,"Memphis, TN: Memphis International",2928,400,90.6705994399249,9.298324523837156,163.14376612943394,0.5584966956569201,136.32887555161017,34,5,21710,6857,849,6018,34,7952
723,2025,10,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",1355,159,44.21111408180249,2.0928706236740284,70.05025199823247,0.17776342468108594,42.468013706742816,9,1,7109,2246,278,1970,11,2604
724,2025,12,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2614,553,185.7963190031478,7.01574888954238,118.74662861109509,3.0474269407750016,238.3958586710669,41,6,26207,8023,1433,6491,48,10212
725,2025,8,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10069,2792,712.7622140130308,194.81714182534537,1197.8552859394204,4.517725774199265,682.0508827254446,314,32,174261,52968,9524,44260,370,67139
726,2025,2,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3362,588,162.98732988879505,26.84992413198449,139.4356855776328,1.65932195368024,257.06775443893287,62,6,34100,10415,2086,9026,54,12519
727,2025,2,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1334,223,67.96485156343468,8.358227252307904,80.00012468466917,0.27269460970172593,66.40723594418982,35,2,14253,4355,872,3772,22,5232
728,2025,10,DH,Atlantic Coast Airlines,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",2572,353,96.5816796989342,11.470416998926094,118.77927722135621,0.36656422453835336,125.79387532232644,38,3,18843,5951,737,5223,30,6902
729,2025,1,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2835,417,137.5527783049238,17.099215442932284,140.94376378764562,0.29181358411204905,121.10979940152689,50,7,23963,7550,1504,6206,39,8664
730,2025,10,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3971,764,165.92000859563717,8.22736694729791,404.3579080499513,0.16802437515198027,185.32721983285683,37,5,46334,14630,1813,12845,74,16972
731,2025,1,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1305,233,78.37641674345836,3.7285077542611735,39.37294727540619,0.8717277432872172,110.64990101082593,23,3,10623,3348,666,2751,17,3841
732,2025,5,MQ,American Eagle Airlines Inc.,LGA,"New York, NY: LaGuardia",1422,363,45.2118262027684,7.488224314945805,208.16390124010564,0.2786584515956295,101.86084739512226,46,5,22211,6578,1180,6004,29,8420
733,2025,11,NW,Northwest Airlines Inc.,MEM,"Memphis, TN: Memphis International",2072,312,85.00158567601977,9.536349596961935,151.23537101345954,0.9464608408723871,65.28026438793931,12,4,14378,4583,592,3952,30,5221
734,2025,4,XE,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",7113,1359,194.3734324698228,32.77179774122994,686.3700136099964,2.4772406725385765,443.0066021492229,89,30,73606,22868,3369,19231,133,28005
735,2025,2,EV,ExpressJet Airlines LLC,ORD,"Chicago, IL: Chicago O'Hare International",1326,252,46.94557202557498,5.492323805357663,107.28966105437678,0.2696226714655171,92.00300489199769,35,2,17725,5415,1084,4691,28,6507
736,2025,3,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2732,530,157.9786531140321,17.600853882340694,207.5564680371018,1.5325276703341968,145.33253029292072,59,4,31070,9710,1331,8017,54,11958
737,2025,3,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2139,408,84.99037717845965,7.158875313593478,117.75528746762572,0.7415674666016235,197.35610817979685,127,6,30988,9687,1327,7995,53,11926
738,2025,4,UA,United Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",2640,413,116.78366327417952,11.163548642662082,159.20046495734843,0.22724185764341454,125.62483401990649,70,7,25959,8067,1188,6782,46,9876
739,2025,7,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",2970,536,158.6154708099953,27.09763742894002,159.64821505544415,1.0889581799187906,189.5492001695193,55,13,36287,10666,2069,9095,51,14406
740,2025,3,WN,Southwest Airlines Co.,BNA,"Nashville, TN: Nashville International",2671,429,132.13649517132416,5.646206218610986,69.67573622498846,2.1753053123360346,219.36417472955344,56,5,20195,6313,865,5210,35,7772
741,2025,1,WN,Southwest Airlines Co.,DEN,"Denver, CO: Denver International",4133,681,202.06553564589106,16.06604443527357,173.8336053968628,2.372147897958152,286.6650222917476,95,3,32747,10318,2055,8481,53,11840
742,2025,7,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3737,1089,200.9867667107513,21.246842421762768,431.72446885192403,3.8569254482679747,431.1844919563851,84,19,87527,25725,4991,21938,123,34750
743,2025,6,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",1941,438,78.12663674437144,17.61868372950396,217.58107348869754,0.5859085411117043,124.08770956585744,39,8,36257,10388,2129,9349,57,14334
744,2025,7,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1622,351,115.72846234872013,9.14321235473285,50.41035341360011,0.8665111712026022,174.85095536632892,13,4,18413,5412,1050,4615,26,7310
745,2025,8,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",4642,763,228.61239224655097,30.365044292569795,188.59659884027684,1.9774815025565151,313.4484794984792,52,18,49322,14994,2695,12527,104,19002
746,2025,1,WN,Southwest Airlines Co.,MCI,"Kansas City, MO: Kansas City International",1795,316,103.65661085748879,5.886064841952458,50.85016583726635,1.1666267741970513,154.43847783197225,43,6,14469,4560,908,3747,23,5231
747,2025,4,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1868,250,71.61452547702315,20.35590633955182,77.00170305137023,0.3624898620626761,80.6628915305535,71,3,19238,5979,880,5026,34,7319
748,2025,1,RU,ExpressJet Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",4499,1184,88.5028490144319,20.07220702549787,808.2843657060731,0.6398755928031389,266.50365695854754,200,10,78861,24845,4949,20424,129,28514
749,2025,11,US,US Airways Inc.,PHL,"Philadelphia, PA: Philadelphia International",4051,775,136.83310318621665,9.517194587795418,456.08192911963397,0.6390715446396246,171.92952221555643,37,6,38848,12382,1600,10678,81,14107
750,2025,9,YX,Republic Airline,ORD,"Chicago, IL: Chicago O'Hare International",2064,243,56.68724838315632,6.845691302927096,113.54619990087306,0.33079234222478565,65.58777661349924,29,4,17271,5582,793,4818,33,6045
751,2025,11,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2627,399,118.00229614960632,8.963879851854887,69.35684676873612,1.2435056753347193,201.4345143479198,28,11,17686,5638,728,4861,37,6422
752,2025,3,NW,Northwest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",7960,1485,371.63364637207155,44.409323804522636,632.2217466230029,3.484649418295371,433.2473935767697,137,8,76348,23861,3270,19700,132,29385
753,2025,11,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12100,1679,415.70459588921597,52.136983419023714,586.4492160552301,3.3663666635243987,621.3480962691197,107,27,100710,32097,4148,27683,211,36571
754,2025,10,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1496,248,69.54846142057428,2.781626115612813,30.7319396527351,0.9947272815108562,143.94275485166955,26,3,10648,3364,416,2951,17,3900
755,2025,6,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1978,285,143.38648334428294,6.736546999502251,60.03473798784335,1.7906690098939873,73.04960777958125,47,2,18506,5302,1087,4772,29,7316
756,2025,4,CO,Continental Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4594,1307,139.41027295231618,41.81833787672928,877.3233931410489,4.016488447050294,244.4332846429765,35,11,84403,26221,3864,22052,152,32114
757,2025,2,YX,Republic Airline,LGA,"New York, NY: LaGuardia",1902,381,68.68409503930687,12.75269329975112,195.622699609339,0.3350989678656575,103.60187873010223,77,3,27909,8525,1707,7387,44,10246
758,2025,10,YV,Mesa Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",1505,260,83.42329226496713,9.006480675264598,55.29734415894073,0.6131057705471787,111.66057174108985,28,2,18387,5807,719,5097,29,6735
759,2025,3,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17409,2508,584.891655027957,57.443052233436056,1136.686897056147,2.272665423483921,726.7041562407406,402,25,150357,46989,6441,38796,261,57870
760,2025,3,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",6425,972,413.78053241363506,208.73060852040237,287.7460648206403,1.5527934917142832,60.188593167522264,168,5,50229,15699,2151,12960,87,19332
761,2025,1,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1532,410,116.19430525820138,15.159199607686517,164.5165640966869,0.5941013832217786,113.53585112447018,87,3,33030,10406,2073,8554,54,11943
762,2025,10,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",6771,1037,222.64785534991574,10.689445588525487,509.13278594130975,0.4650619804972698,294.06643124222455,75,8,62356,19688,2441,17286,100,22841
763,2025,6,NW,Northwest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",8423,1677,450.0768217516474,88.75247500475415,696.9072878892679,7.400862286283102,433.8625606602111,104,20,95268,27288,5596,24566,152,37666
764,2025,3,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1678,439,85.13684488564093,12.488054938197896,239.58876094272958,0.7206986556952537,101.06663071963207,91,8,26544,8296,1137,6849,46,10216
765,2025,9,WN,Southwest Airlines Co.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2518,314,95.94869274345079,10.725423543872848,86.42542623143612,0.7230281283389615,120.18134339773297,38,5,15138,4893,695,4223,29,5298
766,2025,9,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5136,584,166.1712636079959,16.509583238121284,204.37514335409188,0.5632243322353921,196.3802757395988,36,7,33349,10777,1531,9304,64,11673
767,2025,1,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",4984,908,264.68418083116126,77.40952920784827,206.03505106802535,5.864884474407313,354.00741032842177,128,13,54925,17303,3447,14225,90,19860
768,2025,1,WN,Southwest Airlines Co.,BUR,"Burbank, CA: Bob Hope",1476,241,67.3747324924079,3.764633286256122,24.74930912413158,0.9898151014671702,144.12152158616757,36,3,10881,3430,682,2818,17,3934
769,2025,7,WN,Southwest Airlines Co.,MCO,"Orlando, FL: Orlando International",3172,669,175.58241868319556,23.924991351511157,147.94104365042415,2.203053041291048,319.3469389060455,27,16,39471,11602,2250,9893,55,15671
770,2025,1,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1916,382,79.17082744566176,13.178206067779145,203.37378295416474,0.38848813799988946,85.89125784892042,87,5,22634,7131,1420,5862,37,8184
771,2025,9,WN,Southwest Airlines Co.,HOU,"Houston, TX: William P Hobby",3895,508,125.46956657807819,14.741137459404245,129.3851071505408,1.5081460693230486,236.89813772854473,119,16,23415,7568,1075,6532,45,8195
772,2025,4,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5846,983,211.42421315654087,14.206659621725763,465.1827366303887,0.4298802021555231,291.75834855356845,143,14,65599,20380,3003,17139,118,24959
773,2025,4,UA,United Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",1965,286,87.28729120172176,5.819249155929807,91.43869408384826,0.18104124920868828,101.27451911373639,40,3,16517,5133,756,4315,29,6284
774,2025,7,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1847,507,99.57980248142349,13.147833163294386,278.75168797333663,0.7501102615811263,114.77157781181857,17,14,36963,10865,2107,9264,52,14675
775,2025,6,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",6347,1360,320.0625121197074,74.01335360318261,309.66961551796953,5.607668224614042,650.6479008942957,72,34,77802,22286,4570,20062,124,30760
776,2025,8,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1920,338,115.85474389065668,15.850787780276427,89.8028906089382,1.2693381827942274,115.22275548297162,26,9,22600,6870,1235,5740,48,8707
777,2025,10,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",1385,227,71.39212341074204,5.467951335387186,67.44950832966006,0.4986360045707554,82.19257577974321,22,2,12042,3803,471,3338,19,4411
778,2025,8,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",17606,3000,710.2206519548034,84.1533613325774,1341.9171966330325,3.180742679570008,860.5269919986009,177,54,191092,58084,10444,48535,406,73623
779,2025,9,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1773,249,72.44203938426375,5.054827500884943,125.90341759629992,0.42929565649365864,45.1709411323858,10,2,11881,3842,545,3314,22,4158
780,2025,1,UA,United Air Lines Inc.,DEN,"Denver, CO: Denver International",5061,866,245.69309550884776,28.39811474100668,308.71272250340144,0.26676822382613363,282.9272159919158,77,4,50601,15941,3176,13105,83,18296
781,2025,1,US,US Airways Inc.,BOS,"Boston, MA: Logan International",1593,272,66.8112073589486,4.08331907648488,118.74357959907472,0.6943226936929385,81.66758933220237,81,1,12468,3929,782,3229,20,4508
782,2025,7,WN,Southwest Airlines Co.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",1395,301,103.75382920669485,5.629299652040696,35.33904325137136,0.8662244976816512,155.41058853386565,7,3,14507,4265,827,3636,20,5759
783,2025,1,UA,United Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",5708,1239,251.48982961485018,29.809007495699603,670.7715267397002,0.36526946058873183,286.56437825699214,191,9,85775,27023,5383,22215,140,31014
784,2025,4,WN,Southwest Airlines Co.,AUS,"Austin, TX: Austin - Bergstrom International",1606,285,90.57119304505564,3.8745115041857137,50.50884694307702,0.8095392467713473,139.2341476139896,57,3,13792,4287,631,3603,24,5247
785,2025,8,EV,ExpressJet Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",5268,848,138.8074910197009,21.70917383705766,295.41325710133225,0.20469747136908026,391.8639421691519,141,22,54546,16580,2981,13854,116,21015
786,2025,6,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6305,1054,257.00662854317505,59.85312471763047,252.93065630850015,3.945116805952948,480.27139446899145,70,25,80076,22938,4703,20649,127,31659
787,2025,8,WN,Southwest Airlines Co.,SAN,"San Diego, CA: San Diego International",2818,524,158.05414116260914,6.49914984965058,63.094818673513196,1.7341682695151057,294.61667888864685,24,4,24649,7494,1347,6260,52,9496
788,2025,10,WN,Southwest Airlines Co.,TPA,"Tampa, FL: Tampa International",1968,286,93.15532911941527,3.155484493955472,47.94628167251905,1.4644263966208106,140.27745812582626,13,2,12978,4100,508,3597,20,4753
789,2025,4,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3245,653,113.69847292821952,10.039192279155802,289.84375882459227,0.9259326390550505,238.49239946722523,80,4,43518,13521,1992,11370,78,16557
790,2025,7,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3001,489,147.10014033753262,22.24522991209724,150.24534989690724,0.5279893561838495,168.88236275476103,26,8,33874,9958,1931,8490,47,13448
791,2025,6,DL,Delta Air Lines Inc.,JFK,"New York, NY: John F. Kennedy International",1749,446,91.89388864522358,11.151590974822833,247.13296913285376,0.5383755762159624,95.28469761998248,11,8,28390,8134,1667,7320,45,11224
792,2025,9,YV,Mesa Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",1596,289,85.2307411175451,11.705812937240593,107.44226423838147,0.3731661631828068,84.24804641458086,41,6,23627,7636,1085,6591,45,8270
793,2025,8,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1923,404,75.82946218682564,11.482963511688194,224.80619985910576,0.2792944709408346,91.601057679279,50,13,28409,8637,1552,7215,60,10945
794,2025,10,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7157,802,192.15478038334845,21.31387499419148,192.65414935380505,2.0364888114968815,393.84331942563034,70,12,50436,15925,1974,13982,81,18474
795,2025,4,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",9744,2074,543.9901692938311,161.84836562246042,829.1092399008786,5.279880349111162,533.7729850087901,240,20,131261,40778,6009,34295,237,49942
796,2025,11,HP,America West Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",2707,478,117.02668489092302,6.0389237575273365,196.642275610032,2.527578052795466,155.7673742281221,33,3,23014,7336,947,6326,48,8357
797,2025,8,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1418,324,65.342785299878,7.450040713581138,177.8477958259852,1.2789784923620975,72.0816325056079,54,4,24083,7322,1316,6116,51,9278
798,2025,12,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2083,520,140.31501105986317,6.170242944974798,50.17524070778283,1.8689870370868045,321.4720622039413,21,2,24576,7523,1344,6087,45,9577
799,2025,1,WN,Southwest Airlines Co.,MDW,"Chicago, IL: Chicago Midway International",5664,945,229.4560212482262,43.02043116881426,273.4460884101496,4.4219606746510385,394.65708281695396,230,34,47203,14872,2962,12225,77,17067
800,2025,5,YX,Republic Airline,DCA,"Washington, DC: Ronald Reagan Washington National",1529,271,62.674310688721825,9.451263700315174,103.23161732696775,0.23875355970688483,95.4040165422083,35,5,17690,5239,940,4782,23,6706
801,2025,12,UA,United Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",2400,619,127.11555112191901,10.371130861366442,325.9034484310196,0.15888654922216836,155.45201550929312,43,5,42781,13096,2339,10596,79,16671
802,2025,6,TZ,ATA Airlines d/b/a ATA,MDW,"Chicago, IL: Chicago Midway International",1582,320,45.050131100340245,4.3938172212002975,157.1519942351332,3.543966091869911,109.86010400355329,18,3,18635,5340,1094,4805,29,7367
803,2025,8,QX,Horizon Air,SEA,"Seattle, WA: Seattle/Tacoma International",2961,546,128.17221487544705,13.036750610292732,179.36001301399347,0.5121893608021456,224.92699844954632,40,5,27363,8319,1495,6949,58,10542
804,2025,8,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",5147,902,170.14942862586963,56.265021639697515,308.46273770075015,1.6116000427338757,365.5095549819422,106,23,58451,17768,3194,14846,124,22519
805,2025,1,OH,Comair Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",6415,1339,537.3836811835673,314.6075106575909,417.37808323904744,2.167914323976963,67.46284152542748,259,8,70914,22341,4450,18366,116,25641
806,2025,3,EV,ExpressJet Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",5885,1142,238.8878977777271,17.575827653982195,261.51710935922637,0.8678916115531803,623.1512875373302,98,9,75830,23699,3248,19566,131,29186
807,2025,7,EV,Atlantic Southeast Airlines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",10189,3080,765.237965539431,254.52834893574263,1266.1964857986889,3.3034861256680004,790.7359058481477,328,38,210159,61765,11984,52675,297,83438
808,2025,12,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4135,893,193.61123182125104,16.743007722053832,353.76899960557046,5.29712558703243,323.581733156994,69,8,47706,14604,2608,11816,88,18590
809,2025,3,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1470,205,54.091453621320916,6.62964523557119,67.65924324475537,0.6419371598921414,75.97774686546802,48,2,14759,4614,632,3808,25,5680
810,2025,2,WN,Southwest Airlines Co.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",1921,325,76.91736388715333,3.7157159851851675,47.8172727641239,1.2618902693207805,195.2862085438303,31,2,14460,4418,884,3827,23,5308
811,2025,2,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6253,1111,201.60935575263608,28.132923619196195,589.8195523226364,6.233966165141202,285.2054761930522,81,12,51095,15605,3126,13525,81,18758
812,2025,12,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6964,1487,317.231345246598,50.542437488350366,688.732377437844,13.354051246628277,417.1398075818748,49,15,78200,23936,4276,19369,145,30474
813,2025,4,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1342,251,73.04432619080511,8.267673514377538,94.52293685435944,0.3344706960307178,74.83185063540283,42,1,14810,4603,678,3869,26,5634
814,2025,10,WN,Southwest Airlines Co.,LAS,"Las Vegas, NV: McCarran International",6289,1048,234.4399042390835,22.740908501321172,264.8180902233,3.5514586263569274,522.4506934740974,47,6,46633,14726,1825,12927,74,17081
815,2025,1,YV,Mesa Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2064,289,92.63810422284976,12.676825713157688,100.85024275252702,0.7726674800157768,82.06132729747647,55,3,16658,5249,1045,4314,27,6023
816,2025,10,EV,Atlantic Southeast Airlines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1390,206,66.75567889143572,26.796298350409884,78.51552604959016,0.47689814562669663,33.455637920916864,24,3,11391,3599,445,3157,18,4172
817,2025,3,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4067,750,220.2720234134249,23.080389963182373,276.35777802940464,2.091007015672246,228.19828794412962,91,8,46708,14597,2001,12052,81,17977
818,2025,12,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",3688,794,219.7528510238938,33.53429313357378,182.53173095665,2.0465958349452538,356.13506035598334,86,5,47664,14590,2606,11806,88,18574
819,2025,9,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",2374,430,103.37579650279254,7.373751444215045,177.77321536389857,0.601762936997024,140.8760185867519,25,3,28456,9196,1307,7939,54,9960
820,2025,1,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12499,2110,477.2911822429368,130.18300378526246,767.2308689837004,3.7820365106473917,731.5134455800079,269,24,125012,39382,7846,32377,205,45202
821,2025,4,UA,United Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",3591,674,157.63133753179403,9.644140533035015,322.8684093908793,0.3083917217290035,183.54953769515885,59,5,41777,12980,1912,10915,75,15895
822,2025,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1691,435,90.52855952383551,22.622497351530875,218.42066627112803,0.6968793643899451,102.73039944038727,55,14,28272,8595,1545,7180,60,10892
823,2025,6,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",4075,925,214.83199186393858,35.31141220836863,170.25996015451162,2.7090011223710566,501.8881583821028,77,21,52393,15009,3077,13510,83,20714
824,2025,3,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4365,712,160.8833469555881,9.689248350763869,281.0687505183401,4.291176785173902,256.0685286312584,84,5,35658,11145,1527,9200,62,13724
825,2025,5,WN,Southwest Airlines Co.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",1350,267,85.91166381628392,7.351698073104371,43.31643021670068,0.5592671515213992,129.8614308817115,14,3,13499,3999,717,3649,17,5117
826,2025,4,CO,Continental Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",6614,1104,207.17848520929013,19.35848189407818,540.9441237366774,4.846214670269555,331.670882689074,32,21,59211,18396,2710,15470,107,22528
827,2025,9,US,US Airways Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",6698,851,203.5092635006215,14.516788012904673,405.78872892949977,2.0206713301366617,225.16292253054735,74,4,35797,11567,1644,9987,69,12530
828,2025,10,OO,SkyWest Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",5039,504,185.49945172592138,21.225324757556898,111.39987183886024,3.190834805801098,182.6845307109685,39,2,26245,8288,1027,7275,42,9613
829,2025,5,OO,SkyWest Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",3294,788,121.65097217039715,10.425626081433771,376.6397212438549,1.2885605628852945,277.99408783987576,61,3,55345,16390,2940,14961,72,20982
830,2025,11,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",1800,320,59.145686624149725,4.327975483601405,195.87548352965956,0.22322549821914411,60.42563038297083,26,5,16232,5175,668,4461,34,5894
831,2025,7,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5593,1206,257.3017347639986,79.13126890851359,302.14299412245686,3.6002269696309575,563.8232607828405,69,18,74225,21815,4232,18604,105,29469
832,2025,4,WN,Southwest Airlines Co.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",5283,769,200.78968566148959,16.577020291455955,148.00997406045283,3.173492751415808,400.44852823674006,169,7,38329,11909,1754,10014,69,14583
833,2025,6,WN,Southwest Airlines Co.,SMF,"Sacramento, CA: Sacramento International",2081,460,121.0855421488145,2.6137682895058787,39.09017962167795,1.8548375684793899,295.3541247423767,15,1,21604,6189,1269,5571,34,8541
834,2025,12,9E,Pinnacle Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",1786,504,108.07415241725792,21.972111833264005,171.25185270985241,0.8558450019632186,201.84811370499176,109,5,33594,10283,1837,8321,62,13091
835,2025,2,CO,Continental Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",4046,1104,102.49752788776456,40.82186763564183,750.9000610636579,3.930379775462591,205.84902619137029,140,7,67264,20542,4116,17805,107,24694
836,2025,5,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",3816,722,210.60770955298707,24.23459914799875,259.654778149481,1.7833271223149565,225.7190570990335,35,15,46093,13649,2449,12460,60,17475
837,2025,9,WN,Southwest Airlines Co.,DAL,"Dallas, TX: Dallas Love Field",3996,524,124.60747464618736,13.631626914729821,126.02752912114576,1.4915350132869396,258.2413293952241,69,8,25197,8144,1157,7029,48,8819
